apple macbook pro 15
asus a52d
asus a52f
asus a52j
asus a53s
asus a54h
asus a6r
asus a7sv
asus a7u
asus a8
asus a8s
asus c90s
asus eee pc 1000he
asus eee pc 1001
asus eee pc 1001px
asus eee pc 1005
asus eee pc 1008p
asus eee pc 1011cx
asus eee pc 1011px
asus eee pc 1015
asus eee pc 1015b
asus eee pc 1015bx
asus eee pc 1015pd
asus eee pc 1018p
asus eee pc 1201n
asus eee pc 1201nl
asus eee pc 1215b
asus eee pc 1215p
asus eee pc 701
asus eee pc 901
asus eee pc x101ch
asus eee pc x101h
asus f3
asus f3j
asus f3k
asus f3s
asus f3sr
asus f3t
asus f552c
asus f553m
asus f5r
asus f5rl
asus f5vl
asus f7sr
asus f7z
asus f9e
asus fonepad 7
asus fonepad 7 fe170cg
asus fonepad 7 fe375cxg
asus fonepad 8
asus fonepad 8 fe380cg
asus fonepad note 6
asus g1s
asus g2s
asus g46vw
asus g53
asus g56jr
asus g74sx
asus g750
asus k40
asus k40ab
asus k40af
asus k40ij
asus k40in
asus k42
asus k42d
asus k42j
asus k42jy
asus k43e
asus k43sj
asus k45a
asus k50
asus k501
asus k501l
asus k501lb
asus k501u
asus k501ux
asus k50ab
asus k50af
asus k50c
asus k50i
asus k50id
asus k50ij
asus k50in
asus k51ac
asus k51ae
asus k52
asus k52d
asus k52dr
asus k52f
asus k52j
asus k52jc
asus k52je
asus k52ju
asus k52jv
asus k52n
asus k53
asus k53b
asus k53br
asus k53e
asus k53s
asus k53sd
asus k53sm
asus k53sv
asus k53t
asus k53tk
asus k53u
asus k53z
asus k55
asus k551l
asus k555l
asus k55d
asus k55n
asus k56
asus k56c
asus k56cb
asus k56cm
asus k70ab
asus k70io
asus k72d
asus k72f
asus k73s
asus k73t
asus k73ta
asus k750j
asus k750jb
asus k75d
asus k75v
asus k75vj
asus k95v
asus k95vb
asus k95vj
asus m50s
asus m50v
asus m51
asus m51k
asus m51t
asus m51tr
asus memo pad 10
asus memo pad 10 me102a
asus memo pad 7
asus memo pad 7 me173x
asus memo pad 7 me572c
asus memo pad 7 me572cl
asus memo pad 8
asus memo pad 8 me180a
asus memo pad 8 me581cl
asus n10
asus n10e
asus n52d
asus n53
asus n53j
asus n53s
asus n53sm
asus n53sv
asus n53t
asus n53tk
asus n550j
asus n550jk
asus n550jv
asus n551j
asus n551jm
asus n55s
asus n55sl
asus n56
asus n56d
asus n56jr
asus n56vb
asus n56vz
asus n61
asus n61d
asus n61da
asus n61vg
asus n61vn
asus n73
asus n73jf
asus n73s
asus n73sv
asus n75
asus n750
asus n750j
asus n750jk
asus n750jv
asus n751j
asus n752vx
asus n75s
asus n76
asus n76v
asus n76vb
asus n76vj
asus n76vz
asus nexus 7
asus p50ij
asus padfone 2
asus padfone infinity
asus padfone s
asus padfone s pf500kl
asus pro63d
asus r510c
asus r540s
asus r540sa
asus r752m
asus rog g750
asus rog gl552vw
asus taichi 31
asus transformer book t100ta
asus transformer pad infinity
asus transformer pad infinity tf701t
asus transformer pad tf103cg
asus transformer pad tf300tg
asus transformer pad tf303cl
asus ul30
asus vivotab note 8
asus vivotab smart
asus vivotab smart me400c
asus x102b
asus x200ca
asus x200la
asus x200m
asus x200ma
asus x201e
asus x401a
asus x42j
asus x44h
asus x501a
asus x501u
asus x502c
asus x50n
asus x50sl
asus x51
asus x51l
asus x51r
asus x51rl
asus x52d
asus x52j
asus x53b
asus x53s
asus x53u
asus x540
asus x540l
asus x540lj
asus x540s
asus x540sa
asus x54c
asus x54h
asus x54l
asus x55
asus x550
asus x550a
asus x550c
asus x550cc
asus x550d
asus x550dp
asus x550jk
asus x550l
asus x550lc
asus x550ln
asus x550v
asus x550vc
asus x550z
asus x551
asus x551c
asus x551ca
asus x551m
asus x551ma
asus x551mav
asus x552
asus x552e
asus x552m
asus x552mj
asus x553m
asus x553ma
asus x553s
asus x554l
asus x555
asus x555l
asus x555ld
asus x555ln
asus x555sj
asus x555u
asus x555ub
asus x55a
asus x55c
asus x55s
asus x55u
asus x55v
asus x55vd
asus x56v
asus x57v
asus x58c
asus x59sl
asus x59sr
asus x5dij
asus x66ic
asus x75
asus x751l
asus x751ld
asus x751m
asus x75v
asus x80l
asus z99h
asus z99l
asus zenbook flip ux360ca
asus zenbook ux21e
asus zenbook ux301la
asus zenfone 2
asus zenfone 2 laser
asus zenfone 2 laser ze500kg
asus zenfone 2 laser ze500kl
asus zenfone 2 laser ze550kl
asus zenfone 2 laser ze601kl
asus zenfone 2 max
asus zenfone 2 ze550ml
asus zenfone 2 ze551ml
asus zenfone 3
asus zenfone 3 max
asus zenfone 3 max zc520tl
asus zenfone 3 ultra zu680kl
asus zenfone 3 ze520kl
asus zenfone 3 ze552kl
asus zenfone 4
asus zenfone 4 a400cg
asus zenfone 4 a450cg
asus zenfone 5
asus zenfone 5 a500kl
asus zenfone 5 a501cg
asus zenfone 5 a502cg
asus zenfone 6
asus zenfone c
asus zenfone go tv zb551kl
asus zenfone go zb452kg
asus zenfone go zb551kl
asus zenfone go zc451tg
asus zenfone max
asus zenfone max zc550kl
asus zenfone selfie zd551kl
asus zenfone zoom zx551ml
asus zenpad 10
asus zenpad 10 z300c
asus zenpad 10 z300cg
asus zenpad 10 z300cnl
dell inspiron 1501
dell inspiron 1520
dell inspiron 1521
dell inspiron 1525
dell inspiron 1720
dell inspiron 3135
dell inspiron 3147
dell inspiron 3520
dell inspiron 3521
dell inspiron 3721
dell inspiron 5555
dell inspiron 5558
dell inspiron 5758
dell inspiron 7347
dell inspiron 7737
dell inspiron m5040
dell latitude d630
dell latitude d830
dell vostro 1000
dell vostro 1015
dell vostro 14
dell vostro 1540
dell vostro 3550
dell vostro 5459
dell vostro a840
dell vostro a860
dell vostro v13
dell xps 13 9350
dell xps m1330 m1330
hp 250 g2
hp 250 g3
hp 250 g4
hp 2510p
hp 255 g3
hp 255 g4
hp 6730s
hp 6910p
hp elitebook 840 g1
hp elitepad 1000
hp nc2400
hp pavilion dv6000
hp pavilion dv6-3000
hp pavilion dv6-6000
hp pavilion dv6700
hp pavilion dv7-7000
hp pavilion dv9500
hp pavilion dv9700
hp pavilion g6-1000
hp probook 430 g1
hp probook 430 g3
hp probook 4330s
hp probook 4340s
hp probook 450 g2
hp probook 4510s
hp probook 4515s
hp probook 4520s
hp probook 4525s
hp probook 4535s
hp probook 4540s
hp probook 455 g1
hp probook 4710s
hp probook 4720s
hp probook 6470b
hp slate 10 hd
hp spectre pro x360 g2
htc 10 lifestyle
htc desire 200
htc desire 210
htc desire 300
htc desire 310
htc desire 320
htc desire 326g
htc desire 400
htc desire 500
htc desire 510
htc desire 516
htc desire 526
htc desire 526g
htc desire 530
htc desire 600
htc desire 601
htc desire 610
htc desire 616
htc desire 620g
htc desire 626
htc desire 626g
htc desire 628
htc desire 630
htc desire 700
htc desire 728g
htc desire 816
htc desire 816g
htc desire 820
htc desire 820g
htc desire 825
htc desire 826
htc desire 830
htc desire eye
htc desire hd
htc desire s
htc desire sv
htc desire u
htc desire v
htc desire x
htc desire z
htc nexus 9
htc one
htc one a9
htc one a9s
htc one e9s
htc one m8
htc one m9
htc one max
htc one me
htc one mini
htc one mini 2
htc one s
htc one sv
htc one v
htc one x
htc one x9
htc one xl
htc sensation xe
htc sensation xl
htc windows phone 8s
htc windows phone 8x
huawei ascend d2
huawei ascend g300
huawei ascend mate
huawei ascend mate 7
huawei ascend p2
huawei ascend p6
huawei ascend y600
huawei g610
huawei gr3
huawei honor 2 u9508
huawei honor 3
huawei honor 3c
huawei honor 4c
huawei honor 4c pro
huawei honor 4x
huawei honor 5a
huawei honor 5c
huawei honor 5x
huawei honor 6
huawei honor 7
huawei honor 8
huawei honor pro
huawei mate 8
huawei mediapad 10 fhd
huawei mediapad 10 link
huawei mediapad 7
huawei mediapad 7 lite
huawei mediapad 7 youth
huawei mediapad 7 youth 2
huawei mediapad x2
huawei nexus 6p
huawei p8
huawei p8 lite
huawei p9
huawei p9 lite
huawei p9 plus
huawei y3
huawei y3 ii
huawei y5
huawei y5 ii
huawei y5c
huawei y6
lenovo a plus
lenovo a10
lenovo a10 70
lenovo a1000
lenovo a2010 a
lenovo a3000
lenovo a316i
lenovo a319
lenovo a328
lenovo a3500
lenovo a369i
lenovo a5000
lenovo a516
lenovo a526
lenovo a536
lenovo a5500
lenovo a6000
lenovo a6010
lenovo a606
lenovo a7
lenovo a7 30
lenovo a7000
lenovo a7600
lenovo a8 50
lenovo a800
lenovo a850
lenovo a859
lenovo b450
lenovo b50
lenovo b50 10
lenovo b50 30
lenovo b50 45
lenovo b50 70
lenovo b560
lenovo b570
lenovo b570e
lenovo b575
lenovo b580
lenovo b590
lenovo b70 80
lenovo b71 80
lenovo e10 30
lenovo e43
lenovo flex 2
lenovo flex 2 14
lenovo g410
lenovo g460
lenovo g475
lenovo g480
lenovo g50
lenovo g50 30
lenovo g50 45
lenovo g50 70
lenovo g500
lenovo g500s
lenovo g500s touch
lenovo g505
lenovo g505s
lenovo g510
lenovo g530
lenovo g550
lenovo g555
lenovo g560
lenovo g565
lenovo g570
lenovo g575
lenovo g580
lenovo g585
lenovo g70
lenovo g70 80
lenovo g700
lenovo g710
lenovo g770
lenovo g780
lenovo ideapad 100
lenovo ideapad 100 15ibd
lenovo ideapad 100 15iby
lenovo ideapad 110
lenovo ideapad 110 15acl
lenovo ideapad 110 15ibr
lenovo ideapad 300
lenovo ideapad 300 15ibr
lenovo ideapad 300 17isk
lenovo ideapad 310
lenovo ideapad 310 15isk
lenovo ideapad 510s
lenovo ideapad 700
lenovo ideapad flex 14
lenovo ideapad p585
lenovo ideapad s10
lenovo ideapad s10 2
lenovo ideapad s10 3c
lenovo ideapad s110
lenovo ideapad s12
lenovo ideapad y530
lenovo ideapad y550
lenovo ideapad y560
lenovo ideapad y560p
lenovo ideapad y570
lenovo ideapad z500
lenovo ideapad z565
lenovo ideapad z570
lenovo ideapad z575
lenovo ideapad z710
lenovo k3 note
lenovo k900
lenovo m5400
lenovo miix 2
lenovo miix 2 10
lenovo miix 3
lenovo miix 3 1030
lenovo miix 3 830
lenovo p70 a
lenovo p770
lenovo p780
lenovo p90
lenovo phab 2
lenovo phab 2 plus
lenovo phab plus
lenovo s580
lenovo s60 a
lenovo s6000
lenovo s650
lenovo s660
lenovo s720
lenovo s8 50
lenovo s820
lenovo s850
lenovo s856
lenovo s860
lenovo s890
lenovo s90 a
lenovo s920
lenovo s930
lenovo tab 10
lenovo tab 2
lenovo tab 2 a10 30
lenovo tab 2 a10 70
lenovo tab 2 a7 30
lenovo tab 2 a8 50
lenovo tab 3
lenovo tab 3 7
lenovo tab 3 7 essential
lenovo tab 3 8
lenovo thinkpad edge 14
lenovo thinkpad sl400
lenovo thinkpad t540p
lenovo thinkpad t61
lenovo thinkpad tablet
lenovo thinkpad tablet 2
lenovo thinkpad x1
lenovo thinkpad x1 carbon
lenovo thinkpad x230i
lenovo thinkpad x240
lenovo v310
lenovo v560
lenovo v570
lenovo v580
lenovo v580c
lenovo vibe a
lenovo vibe b
lenovo vibe c
lenovo vibe k5
lenovo vibe p1
lenovo vibe p1m
lenovo vibe s1
lenovo vibe shot
lenovo vibe x
lenovo vibe x s960
lenovo vibe x2
lenovo vibe x3
lenovo vibe z
lenovo vibe z2
lenovo vibe z2 pro k920
lenovo yoga 2
lenovo yoga 2 13
lenovo yoga 2 pro
lenovo yoga 3
lenovo yoga book
lenovo yoga tab 3
lenovo yoga tab 3 10
lenovo yoga tablet 2
lenovo yoga tablet 8 b6000
lenovo z50
lenovo z50 75
lenovo zuk z1
lg class h650e
lg g flex 2
lg g2 d802
lg g3 d855
lg g3 s d724
lg g360
lg g4 h818
lg g4c h522y
lg k5 x220ds
lg k7 x210ds
lg k8 k350e
lg l65 d285
lg l70 d325
lg l90 d410
lg leon h324
lg magna h502
lg nexus 4
lg nexus 5
lg nexus 5 d821
lg nexus 5x
lg nexus 5x h791
lg optimus g
lg optimus l7 p705
lg optimus sol e730
lg ray x190
lg spirit h422
lg x cam k580ds
lg x view
meizu m1 note
meizu m2 mini
meizu m2 note
meizu m3
meizu m3 max
meizu m3 note
meizu m3 note m681h
meizu m3e
meizu m3s
meizu m3s mini
meizu m9
meizu metal
meizu mx2
meizu mx3
meizu mx4
meizu mx4 pro
meizu mx5
meizu mx6
meizu pro 5
meizu pro 6
meizu u10
meizu u20
msi ge70 2pl apache
msi gl62 6qd
msi gl72 6qf
msi gp72 2qe leopard pro
msi gt70 2pc dominator
msi s20
msi s20 slider 2
nokia lumia 1020
nokia lumia 1320
nokia lumia 1520
nokia lumia 430
nokia lumia 435
nokia lumia 520
nokia lumia 525
nokia lumia 530
nokia lumia 532
nokia lumia 535
nokia lumia 540
nokia lumia 610
nokia lumia 620
nokia lumia 625
nokia lumia 630
nokia lumia 635
nokia lumia 636
nokia lumia 640
nokia lumia 640 xl
nokia lumia 650
nokia lumia 710
nokia lumia 720
nokia lumia 730
nokia lumia 735
nokia lumia 800
nokia lumia 820
nokia lumia 830
nokia lumia 900
nokia lumia 920
nokia lumia 925
nokia lumia 930
nokia x
nokia x2
nokia xl
samsung galaxy a3
samsung galaxy a5
samsung galaxy a7
samsung galaxy a8
samsung galaxy a9
samsung galaxy ace
samsung galaxy ace 2
samsung galaxy ace 4
samsung galaxy ace 4 lite
samsung galaxy ace 4 neo
samsung galaxy ace duos
samsung galaxy ace plus
samsung galaxy alpha
samsung galaxy core
samsung galaxy core 2
samsung galaxy core 2 duos
samsung galaxy core prime
samsung galaxy e5
samsung galaxy grand
samsung galaxy grand 2
samsung galaxy grand neo
samsung galaxy grand prime
samsung galaxy j1
samsung galaxy j1 mini
samsung galaxy j2
samsung galaxy j3
samsung galaxy j5
samsung galaxy j7
samsung galaxy k
samsung galaxy mega
samsung galaxy mini
samsung galaxy nexus
samsung galaxy note
samsung galaxy note 10.1
samsung galaxy note 2
samsung galaxy note 3
samsung galaxy note 3 neo
samsung galaxy note 4
samsung galaxy note 5
samsung galaxy note edge
samsung galaxy note n7000
samsung galaxy premier
samsung galaxy pro
samsung galaxy r
samsung galaxy s
samsung galaxy s duos
samsung galaxy s plus
samsung galaxy s2
samsung galaxy s2 plus
samsung galaxy s3
samsung galaxy s3 duos
samsung galaxy s3 mini
samsung galaxy s3 neo
samsung galaxy s4
samsung galaxy s4 active
samsung galaxy s4 mini
samsung galaxy s4 mini duos
samsung galaxy s4 zoom
samsung galaxy s5
samsung galaxy s5 duos
samsung galaxy s5 mini
samsung galaxy s6
samsung galaxy s6 duos
samsung galaxy s6 edge
samsung galaxy s6 edge plus
samsung galaxy s7
samsung galaxy s7 edge
samsung galaxy star
samsung galaxy star advance
samsung galaxy star plus
samsung galaxy tab 10.1
samsung galaxy tab 2
samsung galaxy tab 3
samsung galaxy tab 4
samsung galaxy tab a
samsung galaxy tab e
samsung galaxy tab pro
samsung galaxy tab s
samsung galaxy tab s2
samsung galaxy trend
samsung galaxy view
samsung galaxy win
samsung np n130
samsung np n150
samsung np nc10
samsung np nc110
samsung np ns310
samsung np r20
samsung np r20y
samsung np r40
samsung np r425
samsung np r510
samsung np r519
samsung np r528
samsung np r540
samsung np r70
samsung np x120
samsung np270e5e
samsung np300e5a
samsung np300e5c
samsung np300e5x
samsung np300e5z
samsung np300e7a
samsung np300e7z
samsung np300v5a
samsung np305e5a
samsung np305e7a
samsung np305u1a
samsung np305v5a
samsung np350e5c
samsung np350u2b
samsung np350v5c
samsung np355e5x
samsung np355v4c
samsung np355v5c
samsung np370r5e
samsung np530
samsung np530u3c
samsung np530u4b
samsung np530u4c
samsung np550p5c
samsung np550p7c
samsung np900x3c
samsung np900x3c a02ru
samsung np900x4c
sony vaio pcg
sony vaio sve
sony vaio vgn
sony vaio vgn-a
sony vaio vgn-ar41sr
sony vaio vgn-p21zr
sony vaio vgn-ux1xrn
sony vaio vpc
sony vaio vpceh
sony vaio vpcf11e1r
sony vaio vpcsb1v9r
sony xperia acro s
sony xperia c
sony xperia c3
sony xperia c3 dual
sony xperia c4
sony xperia c4 dual
sony xperia c5 ultra
sony xperia c5 ultra dual
sony xperia e
sony xperia e1
sony xperia e3
sony xperia e3 dual
sony xperia e4
sony xperia e4g
sony xperia e5
sony xperia j
sony xperia l
sony xperia m
sony xperia m2
sony xperia m2 aqua
sony xperia m2 dual
sony xperia m4 aqua
sony xperia m4 aqua dual
sony xperia m5
sony xperia m5 dual
sony xperia p
sony xperia s
sony xperia sola
sony xperia sp
sony xperia t2 ultra
sony xperia t2 ultra dual
sony xperia t3
sony xperia tablet z
sony xperia tablet z2
sony xperia tablet z3 compact
sony xperia tablet z4
sony xperia tipo
sony xperia u
sony xperia v
sony xperia x
sony xperia x compact
sony xperia x performance
sony xperia xa
sony xperia xa ultra
sony xperia xz
sony xperia z
sony xperia z ultra
sony xperia z1
sony xperia z1 compact
sony xperia z2
sony xperia z3
sony xperia z3 compact
sony xperia z3 dual
sony xperia z4
sony xperia z5
sony xperia z5 compact
sony xperia z5 dual
sony xperia z5 premium
sony xperia z5 premium dual
sony xperia zl
sony xperia zr
toshiba at10le-a excite pro
toshiba satellite c660-168
toshiba satellite c660-28k
toshiba satellite c850-d2k
toshiba satellite c850-e3w
toshiba satellite c870-b3w
toshiba satellite c870-dqk
toshiba satellite l300-11q
toshiba satellite l500-1un
toshiba satellite l505-13t
toshiba satellite l650d-120
toshiba satellite l850-b5k
toshiba satellite l870-d5s
toshiba satellite l875-b6m
xiaomi mi max
xiaomi mi note
xiaomi mi note pro
xiaomi mi2s
xiaomi mi3
xiaomi mi4
xiaomi mi4c
xiaomi mi4i
xiaomi mi4s
xiaomi mi5
xiaomi mi5s
xiaomi mi5s plus
xiaomi mipad 1
xiaomi mipad 2
xiaomi red rice 1s
xiaomi redmi 2
xiaomi redmi 3
xiaomi redmi 3 pro
xiaomi redmi 3s
xiaomi redmi 3x
xiaomi redmi note 2
xiaomi redmi note 3
xiaomi redmi note 3 pro
xiaomi redmi note 4
xiaomi redmi pro
acer aspire 1640
acer aspire 2000
acer aspire 3810tz
acer aspire 5000
acer aspire 5538
acer aspire 5580
acer aspire 5710g
acer aspire 5715z
acer aspire 5730
acer aspire 5735z
acer aspire 5820
acer aspire 7551
acer aspire 8530
acer aspire 8530g
acer aspire 8920g
acer aspire 8940g
acer aspire 9300
acer aspire e1-570
acer aspire one aoa150
acer aspire r7-572g
acer aspire v5-431
acer aspire v5-471g
acer extensa 2530
acer extensa 5510
acer extensa 7620
acer extensa 7620g
acer liquid m220
acer travelmate 2420
acer travelmate 3000
acer travelmate 4060
acer travelmate 4150
acer travelmate 5510
acer travelmate 7750
acer travelmate 8100
apple macbook 12
apple macbook 2016
asus eee pc 1005ha
asus eee pc 1015pw
asus f3sa
asus f8va
asus g2sg
asus g53jw
asus g53sx
asus k70ic
asus k72
asus memo pad 7 me70c
asus n551
asus nx90
asus rog gl702vt
asus u2e
asus u36sd
asus u53jc
asus ul30a
asus vivobook pro n752vx
asus vivobook x202e
asus w7s
asus x5
asus x52
asus x552we
asus x750
asus x751lx
asus zenbook prime ux31a
asus zenbook ux305la
asus zenbook ux330ua
asus zenfone 5 a502cg lite
asus zenfone live g500tg
dell inspiron 15 5567
dell inspiron 15r n5110
dell inspiron xps
dell latitude d400
dell latitude d610
dell latitude e5470
dell latitude e5540
dell precision m6700
dell studio 1557
dell venue 8 pro 5855
dell xps 15z l511z
dell xps 17 l702x
hp 6735s
hp 8510p
hp 8710p
hp elitebook 820 g2
hp elitebook 850 g3
hp elitebook 8540w
hp elitebook 8760w
hp pavilion dv3500
hp probook 450 g3
hp probook 6460b
huawei ascend d1 quad xl
huawei ideos s7 slim
huawei mediapad 7 vogue
huawei vision u8850
lenovo ideapad s10 3s
lenovo ideapad u510
lenovo ideapad y580
lenovo ideapad z580
lenovo n200
lenovo tab 3 10 business
lenovo thinkpad 8
lenovo thinkpad sl500
lenovo thinkpad t440
lenovo thinkpad t460s
lenovo thinkpad t520
lenovo thinkpad x200
lenovo vibe z k910l
lenovo yoga tab 3 pro 10
lg g5 h850
lg ls50
lg optimus 3d p920
lg optimus black p970
lg optimus link p698
msi ge62 2qc apache
msi gl72 6qc
msi px60 6qd
msi s100
samsung ativ book 5
samsung ativ book 8
samsung galaxy fit
samsung galaxy note 7
samsung galaxy note 8.0
samsung galaxy tab 2 10.1
samsung galaxy tab 2 7.0
samsung galaxy tab p1010
samsung galaxy w
samsung galaxy young
samsung np r425l
samsung np r50
samsung np r520
samsung np r540 js05ru
samsung np rc730
samsung np305v5a s0aru
samsung np530u4e
samsung np700g7c
samsung np700z5a
samsung np900
sony vaio vgn-cr31zr
sony vaio vgn-fe21sr
sony vaio vgn-n
sony vaio vgn-sr11mr
sony vaio vgn-z11mrn
sony vaio vpcea1s1r
sony vaio vpceh1s1r
sony vaio vpcsb3m1r
sony vaio vpcw12s1r
sony xperia tx
toshiba qosmio x70-a-k2s
toshiba satellite a300-15d
toshiba satellite a300-15e
toshiba satellite a660-158
toshiba satellite a665-12k
toshiba satellite c660-15k
toshiba satellite c660-1fl
toshiba satellite l350-107
toshiba satellite l350d-10x
toshiba satellite l40-14b
toshiba satellite l505-110
toshiba satellite l505-13u
toshiba satellite l655-1ek
toshiba satellite l855-c2m
toshiba satellite l875d-c4m
toshiba satellite p200-14h
toshiba satellite p300-135
xiaomi redmi note 4g
acer aspire 1410
acer aspire 1425p
acer aspire 1600
acer aspire 1810tz
acer aspire 1825ptz
acer aspire 1830
acer aspire 1830t
acer aspire 1830tz
acer aspire 2920
acer aspire 2920z
acer aspire 3020
acer aspire 3610
acer aspire 3650
acer aspire 3680
acer aspire 3750
acer aspire 3750g
acer aspire 3830t
acer aspire 4220
acer aspire 4310
acer aspire 4410
acer aspire 4738
acer aspire 4738zg
acer aspire 4740
acer aspire 4740g
acer aspire 4750g
acer aspire 4810t
acer aspire 4810tg
acer aspire 4820tg
acer aspire 4830
acer aspire 4920
acer aspire 4920g
acer aspire 5050
acer aspire 5220
acer aspire 5250
acer aspire 5253g
acer aspire 5310
acer aspire 5333
acer aspire 5334
acer aspire 5338
acer aspire 5532
acer aspire 5538g
acer aspire 5541
acer aspire 5542g
acer aspire 5625g
acer aspire 5670
acer aspire 5680
acer aspire 5710
acer aspire 5720g
acer aspire 5720z
acer aspire 5720zg
acer aspire 5733
acer aspire 5734z
acer aspire 5735
acer aspire 5738pzg
acer aspire 5738z
acer aspire 5739
acer aspire 5740g
acer aspire 5742z
acer aspire 5745dg
acer aspire 5749
acer aspire 5750zg
acer aspire 5820tg
acer aspire 5930
acer aspire 5942g
acer aspire 5951g
acer aspire 6920g
acer aspire 6930
acer aspire 7110
acer aspire 7250g
acer aspire 7535
acer aspire 7552g
acer aspire 7560
acer aspire 7560g
acer aspire 7720
acer aspire 7720g
acer aspire 7720z
acer aspire 7720zg
acer aspire 7730
acer aspire 7736
acer aspire 7736zg
acer aspire 7738g
acer aspire 7739
acer aspire 7739zg
acer aspire 7740
acer aspire 7741
acer aspire 7741g
acer aspire 7741zg
acer aspire 7745
acer aspire 7745g
acer aspire 7750zg
acer aspire 8735g
acer aspire 8942g
acer aspire 8951g
acer aspire 9120
acer aspire 9410z
acer aspire e1-410
acer aspire e1-510
acer aspire e1-521
acer aspire e1-530g
acer aspire e1-531g
acer aspire e1-532
acer aspire e1-532g
acer aspire e1-572
acer aspire e1-731
acer aspire e1-731g
acer aspire e5-511
acer aspire e5-511g
acer aspire e5-521g
acer aspire e5-523g
acer aspire e5-531
acer aspire e5-532
acer aspire e5-553
acer aspire e5-553g
acer aspire e5-571
acer aspire e5-721
acer aspire e5-722g
acer aspire e5-731g
acer aspire e5-772g
acer aspire e5-774g
acer aspire es1-131
acer aspire es1-331
acer aspire es1-511
acer aspire es1-512
acer aspire es1-520
acer aspire es1-521
acer aspire es1-522
acer aspire es1-533
acer aspire es1-572
acer aspire es1-711
acer aspire es1-731g
acer aspire f5-571g
acer aspire m5-581tg
acer aspire one ao531h
acer aspire one ao532h
acer aspire one ao533
acer aspire one ao722
acer aspire one ao725
acer aspire one ao756
acer aspire one aoa110
acer aspire one aod250
acer aspire one aod270
acer aspire r3-471t
acer aspire r3-471tg
acer aspire r7-571g
acer aspire s3-391
acer aspire s3-951
acer aspire s7-391
acer aspire v3-331
acer aspire v3-371
acer aspire v3-531
acer aspire v3-531g
acer aspire v3-551
acer aspire v3-572
acer aspire v3-731g
acer aspire v3-772g
acer aspire v5-121
acer aspire v5-122p
