52;nnv.zte.russia.expert;203;1;8;85;;;64
53;centre.services;17;2;1;87;88;89;120
55;acer.remont-centre.net;1;4;1;353;0;0;65
56;asus.remont-centre.net;4;4;1;355;0;0;65
57;dell.remont-centre.net;5;4;1;356;0;0;65
58;hp.remont-centre.net;7;4;1;357;0;0;65
59;lenovo.remont-centre.net;11;4;1;360;0;0;65
60;msi.remont-centre.net;118;4;1;362;0;0;65
61;sony.remont-centre.net;17;4;1;90;;;65
62;toshiba.remont-centre.net;19;4;1;363;0;0;65
63;apple.remont-centre.net;3;4;1;354;0;0;65
64;htc.remont-centre.net;8;4;1;358;0;0;65
65;huawei.remont-centre.net;9;4;1;359;0;0;65
66;meizu.remont-centre.net;121;4;1;361;0;0;65
67;samsung.galaxy-centre.net;16;4;1;91;;;65
68;xiaomi.remont-centre.net;200;4;1;364;0;0;65
69;asus-russia.ru;4;1;1;92;93;94;21
70;oms.sony-russia.com;17;1;5;95;;;67
71;oms.asus-russia.ru;4;1;5;95;;;67
72;oms.acer.russia.expert;1;1;5;95;;;67
73;oms.lenovo-russia.ru;11;1;5;95;;;67
74;oms.htcrussia.com;8;1;5;95;;;67
75;oms.hp.russia.expert;7;1;5;95;;;67
76;oms.lg-russia.ru;10;1;5;95;;;67
77;oms.toshiba.russia.expert;19;1;5;95;;;67
78;oms.msi.russia.expert;118;1;5;95;;;67
79;oms.notebook-russia.com;5;1;5;95;;;67
80;oms.nokia-russia.com;13;1;5;95;;;67
81;oms.alcatel-russia.com;2;1;5;95;;;67
82;oms.fly-russia.com;273;1;5;95;;;67
83;oms.huawei.russia.expert;9;1;5;95;;;67
84;oms.apple.russia.expert;3;1;5;95;;;67
85;oms.meizu.russia.expert;121;1;5;95;;;67
86;oms.xiaomi.russia.expert;200;1;5;95;;;67
87;oms.smrussia.com;16;1;5;95;;;67
88;oms.zte.russia.expert;203;1;5;95;;;67
89;ekb.acer.russia.expert;1;1;3;98;;;73
90;ekb.alcatel-russia.com;2;1;3;97;;;73
91;ekb.apple.russia.expert;3;1;3;96;;;73
92;ekb.asus-russia.ru;4;1;3;98;;;73
93;ekb.fly-russia.com;273;1;3;97;;;73
94;ekb.hp.russia.expert;7;1;3;98;;;73
95;ekb.htcrussia.com;8;1;3;97;;;73
96;ekb.lenovo-russia.ru;11;1;3;96;;;73
97;ekb.lg-russia.ru;10;1;3;96;;;73
98;ekb.meizu.russia.expert;121;1;3;96;;;73
99;ekb.nokia-russia.com;13;1;3;98;;;73
100;ekb.smrussia.com;16;1;3;98;;;73
101;ekb.sony-russia.com;17;1;3;98;;;73
102;ekb.toshiba.russia.expert;19;1;3;98;;;73
103;ekb.xiaomi.russia.expert;200;1;3;96;;;73
104;ekb.zte.russia.expert;203;1;3;96;;;73
105;krd.acer.russia.expert;1;1;2;99;0;0;394
106;krd.alcatel.russia.expert;2;1;2;228;0;0;394
107;krd.apple.russia.expert;3;1;2;100;;;394
108;krd.asus-russia.ru;4;1;2;99;;;394
109;krd.notebook-russia.com;5;1;2;99;;;394
110;krd.fly.russia.expert;273;1;2;228;0;0;394
111;krd.hp.russia.expert;7;1;2;99;;;394
112;krd.htc.russia.expert;8;1;2;101;0;0;394
113;krd.huawei.russia.expert;9;1;2;101;0;0;394
114;krd.lenovo-russia.ru;11;1;2;101;;;394
115;krd.lg-russia.ru;10;1;2;101;;;394
116;krd.meizu.russia.expert;121;1;2;101;;;394
117;krd.msi.russia.expert;118;1;2;99;;;394
118;krd.nokia-russia.com;13;1;2;101;;;394
119;krd.smrussia.com;16;1;2;99;;;394
120;krd.sony-russia.com;17;1;2;99;;;394
121;krd.toshiba.russia.expert;19;1;2;99;;;394
122;krd.xiaomi.russia.expert;200;1;2;101;0;0;394
123;krd.canon-russia.com;50;1;2;100;;;394
124;krd.nikon.russia.expert;133;1;2;100;;;394
125;krd.zte.russia.expert;203;1;2;101;0;0;394
126;acer-rnd.remont-centre.net;1;4;13;102;;;76
127;apple-rnd.remont-centre.net;3;4;13;102;;;76
128;asus-rnd.remont-centre.net;4;4;13;102;;;76
129;dell-rnd.remont-centre.net;5;4;13;102;;;76
130;hp-rnd.remont-centre.net;7;4;13;102;;;76
131;htc-rnd.remont-centre.net;8;4;13;102;;;76
132;huawei-rnd.remont-centre.net;9;4;13;102;;;76
133;lenovo-rnd.remont-centre.net;11;4;13;102;;;76
134;meizu-rnd.remont-centre.net;121;4;13;102;;;76
135;msi-rnd.remont-centre.net;118;4;13;102;;;76
136;samsung-rnd.galaxy-centre.net;16;4;13;102;;;76
137;sony-rnd.remont-centre.net;17;4;13;102;;;76
138;toshiba-rnd.remont-centre.net;19;4;13;102;;;76
139;xiaomi-rnd.remont-centre.net;200;4;13;102;;;76
140;vrn.acer.russia.expert;1;1;6;103;;;77
141;vrn.alcatel-russia.com;2;1;6;103;;;77
142;vrn.apple.russia.expert;3;1;6;103;;;77
143;vrn.asus-russia.ru;4;1;6;103;;;77
144;vrn.notebook-russia.com;5;1;6;103;;;77
145;vrn.fly-russia.com;273;1;6;103;;;77
146;vrn.hp.russia.expert;7;1;6;103;;;77
147;vrn.htcrussia.com;8;1;6;103;;;77
148;vrn.huawei.russia.expert;9;1;6;103;;;77
149;vrn.lenovo-russia.ru;11;1;6;103;;;77
150;vrn.lg-russia.ru;10;1;6;103;;;77
151;vrn.meizu.russia.expert;121;1;6;103;;;77
152;vrn.msi.russia.expert;118;1;6;103;;;77
153;vrn.nokia-russia.com;13;1;6;103;;;77
154;vrn.smrussia.com;16;1;6;103;;;77
155;vrn.sony-russia.com;17;1;6;103;;;77
156;vrn.toshiba.russia.expert;19;1;6;103;;;77
157;vrn.xiaomi.russia.expert;200;1;6;103;;;77
158;vrn.zte.russia.expert;203;1;6;103;;;77
159;ekaterinburg.support;0;3;3;104;0;0;0
172;apple.centre.services;3;2;1;106;0;0;120
173;spb.sony-russia.com;17;1;7;1;0;0;193
174;spb.asus-russia.ru;4;1;7;368;0;0;193
175;spb.acer.russia.expert;1;1;7;365;0;0;193
176;spb.lenovo-russia.ru;11;1;7;107;0;0;193
177;spb.hp.russia.expert;7;1;7;372;0;0;193
178;spb.toshiba.russia.expert;19;1;7;383;0;0;193
179;spb.msi.russia.expert;118;1;7;376;0;0;193
180;spb.notebook-russia.com;5;1;7;370;0;0;193
181;spb.apple.russia.expert;3;1;7;367;0;0;193
182;spb.smrussia.com;16;1;7;381;0;0;193
183;spb.htcrussia.com;8;1;7;373;0;0;193
184;spb.lg-russia.ru;10;1;7;108;0;0;193
185;spb.nokia-russia.com;13;1;7;378;0;0;193
186;spb.alcatel-russia.com;2;1;7;366;0;0;193
187;spb.fly-russia.com;273;1;7;371;0;0;193
188;spb.huawei.russia.expert;9;1;7;374;0;0;193
189;spb.canon-russia.com;50;1;7;369;0;0;193
190;spb.nikon.russia.expert;133;1;7;377;0;0;193
191;spb.meizu.russia.expert;121;1;7;375;0;0;193
192;spb.xiaomi.russia.expert;200;1;7;384;0;0;193
193;spb.zte.russia.expert;203;1;7;385;0;0;193
194;acer-spb.remont-centre.net;1;4;7;109;0;0;298
195;apple-spb.remont-centre.net;3;4;7;109;0;0;298
196;asus-spb.remont-centre.net;4;4;7;109;0;0;298
197;dell-spb.remont-centre.net;5;4;7;109;0;0;298
198;hp-spb.remont-centre.net;7;4;7;109;0;0;298
199;htc-spb.remont-centre.net;8;4;7;110;0;0;298
200;huawei-spb.remont-centre.net;9;4;7;110;0;0;298
201;lenovo-spb.remont-centre.net;11;4;7;109;0;0;298
202;meizu-spb.remont-centre.net;121;4;7;110;0;0;298
203;msi-spb.remont-centre.net;118;4;7;109;0;0;298
204;samsung-spb.galaxy-centre.net;16;4;7;109;0;0;298
205;sony-spb.remont-centre.net;17;4;7;109;0;0;298
206;toshiba-spb.remont-centre.net;19;4;7;109;0;0;298
207;xiaomi-spb.remont-centre.net;200;4;7;110;0;0;298
208;spb.acer-centre.com;1;2;7;111;0;0;375
209;spb.apple.centre.services;3;2;7;111;;;375
210;spb.asus-centre.com;4;2;7;111;;;375
211;spb.canon-centre.com;50;2;7;111;;;375
212;spb.dell.centre.services;5;2;7;111;;;375
213;spb.hp-centre.com;7;2;7;111;;;375
214;spb.htc-centre.com;8;2;7;111;;;375
215;spb.huawei-centre.com;9;2;7;111;;;375
216;spb.lenovo-centre.com;11;2;7;111;;;375
217;spb.lg-centre.com;10;2;7;111;;;375
218;spb.meizu-centre.com;121;2;7;111;;;375
219;spb.msi.centre.services;118;2;7;111;;;375
220;spb.photo.centre.services;133;2;7;111;;;375
221;spb.nokia-centre.com;13;2;7;111;;;375
222;spb.sam-centre.com;16;2;7;111;;;375
223;spb.centre.services;17;2;7;111;;;375
224;spb.toshiba-centre.com;19;2;7;111;;;375
225;spb.xiaomi-centre.com;200;2;7;111;;;375
232;novosibirsk.support;0;3;10;229;0;0;0
239;htc-ekb.remont-centre.net;8;4;3;113;;;105
240;huawei-ekb.remont-centre.net;9;4;3;113;;;105
241;meizu-ekb.remont-centre.net;121;4;3;113;;;105
242;xiaomi-ekb.remont-centre.net;200;4;3;113;;;105
243;acer-ekb.remont-centre.net;1;4;3;12;;;105
244;apple-ekb.remont-centre.net;3;4;3;114;;;105
245;asus-ekb.remont-centre.net;4;4;3;114;;;105
246;dell-ekb.remont-centre.net;5;4;3;114;;;105
247;hp-ekb.remont-centre.net;7;4;3;114;;;105
248;lenovo-ekb.remont-centre.net;11;4;3;114;;;105
249;msi-ekb.remont-centre.net;118;4;3;114;;;105
250;samsung-ekb.galaxy-centre.net;16;4;3;114;;;105
251;sony-ekb.remont-centre.net;17;4;3;114;;;105
252;toshiba-ekb.remont-centre.net;19;4;3;114;;;105
253;asus-centre.com;4;2;1;120;121;122;120
254;zte.russia.expert;203;1;1;32;33;34;21
256;huawei-nsk.remont-centre.net;9;4;10;123;;;0
257;meizu-nsk.remont-centre.net;121;4;10;123;;;0
258;xiaomi-nsk.remont-centre.net;200;4;10;123;;;0
259;acer-nsk.remont-centre.net;1;4;10;124;;;0
260;apple-nsk.remont-centre.net;3;4;10;124;;;0
261;asus-nsk.remont-centre.net;4;4;10;124;;;0
262;dell-nsk.remont-centre.net;5;4;10;124;;;0
263;hp-nsk.remont-centre.net;7;4;10;124;0;0;0
264;lenovo-nsk.remont-centre.net;11;4;10;124;;;0
265;msi-nsk.remont-centre.net;118;4;10;124;;;0
266;samsung-nsk.galaxy-centre.net;16;4;10;124;;;0
267;sony-nsk.remont-centre.net;17;4;10;124;;;0
268;toshiba-nsk.remont-centre.net;19;4;10;124;;;0
269;htc-nsk.remont-centre.net;8;4;10;123;;;0
273;vlg.acer.russia.expert;1;1;14;126;0;0;632
274;vlg.alcatel.russia.expert;2;1;14;126;;;632
275;vlg.apple.russia.expert;3;1;14;126;;;632
276;vlg.asus.russia.expert;4;1;14;126;;;632
277;vlg.canon.russia.expert;50;1;14;126;;;632
278;vlg.notebook-russia.com;5;1;14;126;;;632
279;vlg.fly.russia.expert;273;1;14;126;;;632
280;vlg.hp.russia.expert;7;1;14;126;;;632
281;vlg.htc.russia.expert;8;1;14;126;;;632
282;vlg.huawei.russia.expert;9;1;14;126;;;632
283;vlg.lenovo.russia.expert;11;1;14;126;;;632
284;vlg.lg.russia.expert;10;1;14;126;;;632
285;vlg.meizu.russia.expert;121;1;14;126;;;632
286;vlg.msi.russia.expert;118;1;14;126;;;632
287;vlg.nikon.russia.expert;133;1;14;126;;;632
288;vlg.nokia.russia.expert;13;1;14;126;;;632
289;vlg.smrussia.com;16;1;14;126;;;632
290;vlg.sony.russia.expert;17;1;14;126;;;632
291;vlg.toshiba.russia.expert;19;1;14;126;;;632
292;vlg.xiaomi.russia.expert;200;1;14;126;;;632
293;vlg.zte.russia.expert;203;1;14;126;;;632
295;chl.acer.russia.expert;1;1;4;130;0;0;586
296;acer-nnv.remont-centre.net;1;4;8;128;;;0
297;acer-krn.remont-centre.net;1;4;9;129;;;238
298;acer-kzn.remont-centre.net;1;4;11;138;;;0
299;acer-sam.remont-centre.net;1;4;12;132;;;0
300;acer-vgg.remont-centre.net;1;4;14;139;;;237
301;acer-sar.remont-centre.net;1;4;15;140;;;357
302;acer-tym.remont-centre.net;1;4;16;133;0;0;0
303;acer-yar.remont-centre.net;1;4;17;131;;;0
304;acer-ryz.remont-centre.net;1;4;19;136;;;379
305;acer-pnz.remont-centre.net;1;4;20;137;0;0;644
306;acer-lip.remont-centre.net;1;4;21;135;;;0
307;acer-tom.remont-centre.net;1;4;18;134;0;0;240
311;acer-chl.remont-centre.net;1;4;4;146;0;0;0
312;acer-ufa.remont-centre.net;1;4;22;156;0;0;0
313;acer-prm.remont-centre.net;1;4;23;157;0;0;239
314;rnd.acer-centre.com;1;2;13;159;;;236
315;nsk.acer-centre.com;1;2;10;160;;;0
316;ufa.acer-centre.com;1;2;22;161;0;0;335
317;nnv.acer-centre.com;1;2;8;162;0;0;0
318;kzn.acer-centre.com;1;2;11;163;0;0;0
319;sam.acer-centre.com;1;2;12;164;;;474
320;prm.acer-centre.com;1;2;23;165;0;0;446
321;smr.acer.russia.expert;1;1;12;174;;;437
322;ufa.acer.russia.expert;1;1;22;173;;;0
323;kya.acer.russia.expert;1;1;9;166;0;0;0
324;per.acer.russia.expert;1;1;23;172;;;0
325;srt.acer.russia.expert;1;1;15;170;;;296
326;tmn.acer.russia.expert;1;1;16;169;0;0;235
327;ros.acer.russia.expert;1;1;13;168;0;0;271
328;yrs.acer.russia.expert;1;1;17;178;;;0
329;tms.acer.russia.expert;1;1;18;179;0;0;0
330;izh.acer.russia.expert;1;1;24;175;;;0
331;brn.acer.russia.expert;1;1;25;176;;;0
332;uly.acer.russia.expert;1;1;26;177;;;365
333;orn.acer.russia.expert;1;1;27;180;;;642
334;tul.acer.russia.expert;1;1;28;181;;;396
335;nch.acer.russia.expert;1;1;29;182;;;545
336;kir.acer.russia.expert;1;1;30;183;;;646
337;chb.acer.russia.expert;1;1;31;184;;;638
338;krs.acer.russia.expert;1;1;33;185;;;0
339;mgg.acer.russia.expert;1;1;35;186;;;603
340;tve.acer.russia.expert;1;1;36;187;0;0;561
341;bry.acer.russia.expert;1;1;38;188;;;622
342;acermsk.ruexpert.net;1;5;1;196;;;0
343;acerast.ruexpert.net;1;5;43;196;;;0
344;acerbrn.ruexpert.net;1;5;25;197;;;0
345;acerbel.ruexpert.net;1;5;44;196;;;0
346;acerbry.ruexpert.net;1;5;38;207;;;0
347;acervla.ruexpert.net;1;5;45;196;;;0
348;acervlg.ruexpert.net;1;5;14;208;;;0
349;acervld.ruexpert.net;1;5;42;196;;;0
350;acervrn.ruexpert.net;1;5;6;209;;;0
351;acerekb.ruexpert.net;1;5;3;199;;;0
352;acerivn.ruexpert.net;1;5;37;196;;;0
353;acerizh.ruexpert.net;1;5;24;204;;;0
354;aceryla.ruexpert.net;1;5;46;196;;;0
355;acerkln.ruexpert.net;1;5;32;196;;;0
356;acer.russupport.com;1;6;1;424;426;425;462
357;spb-acer.russupport.com;1;6;7;219;;;0
358;nsk-acer.russupport.com;1;6;10;214;;;0
359;ekb-acer.russupport.com;1;6;3;210;;;620
360;kaz-acer.russupport.com;1;6;11;201;;;617
361;chl-acer.russupport.com;1;6;4;215;;;0
362;oms-acer.russupport.com;1;6;5;216;;;0
363;smr-acer.russupport.com;1;6;12;217;;;0
364;ufa-acer.russupport.com;1;6;22;220;;;0
365;per-acer.russupport.com;1;6;23;218;0;0;0
366;vor-acer.russupport.com;1;6;6;203;;;626
367;sar-acer.russupport.com;1;6;15;205;;;0
368;tym-acer.russupport.com;1;6;16;198;;;463
369;uly-acer.russupport.com;1;6;26;221;;;613
370;tms-acer.russupport.com;1;6;18;211;0;0;0
371;orb-acer.russupport.com;1;6;27;222;;;0
372;tul-acer.russupport.com;1;6;28;202;;;514
373;rzn-acer.russupport.com;1;6;19;224;;;0
374;nch-acer.russupport.com;1;6;29;200;;;0
375;pnz-acer.russupport.com;1;6;20;206;;;627
376;lpc-acer.russupport.com;1;6;21;223;0;0;0
377;chl.alcatel-russia.com;2;1;4;130;;;586
378;smr.alcatel.russia.expert;2;1;12;174;;;437
379;ufa.alcatel.russia.expert;2;1;22;173;;;0
380;kya.alcatel.russia.expert;2;1;9;166;;;0
381;per.alcatel.russia.expert;2;1;23;172;;;0
382;srt.alcatel.russia.expert;2;1;15;170;0;0;296
383;tmn.alcatel.russia.expert;2;1;16;169;;;235
384;ros.alcatel.russia.expert;2;1;13;168;0;0;271
385;yrs.alcatel.russia.expert;2;1;17;178;;;0
386;tms.alcatel.russia.expert;2;1;18;179;;;0
387;izh.alcatel.russia.expert;2;1;24;175;;;0
388;brn.alcatel.russia.expert;2;1;25;176;;;0
389;uly.alcatel.russia.expert;2;1;26;177;;;365
390;orn.alcatel.russia.expert;2;1;27;180;;;642
391;tul.alcatel.russia.expert;2;1;28;181;;;396
392;nch.alcatel.russia.expert;2;1;29;182;;;545
393;kir.alcatel.russia.expert;2;1;30;183;;;646
394;chb.alcatel.russia.expert;2;1;31;184;;;638
395;krs.alcatel.russia.expert;2;1;33;185;;;0
396;mgg.alcatel.russia.expert;2;1;35;186;;;603
397;tve.alcatel.russia.expert;2;1;36;187;;;561
398;bry.alcatel.russia.expert;2;1;38;188;;;622
399;alcatelmsk.ruexpert.net;2;5;1;196;;;0
400;alcatelast.ruexpert.net;2;5;43;196;;;0
401;alcatelbrn.ruexpert.net;2;5;25;197;;;0
402;alcatelbel.ruexpert.net;2;5;44;196;;;0
403;alcatelbry.ruexpert.net;2;5;38;207;;;0
404;alcatelvla.ruexpert.net;2;5;45;196;;;0
405;alcatelvlg.ruexpert.net;2;5;14;208;;;0
406;alcatelvld.ruexpert.net;2;5;42;196;;;0
407;alcatelvrn.ruexpert.net;2;5;6;209;;;0
408;alcatelekb.ruexpert.net;2;5;3;199;;;0
409;alcatelivn.ruexpert.net;2;5;37;196;;;0
410;alcatelizh.ruexpert.net;2;5;24;204;;;0
411;alcatelyla.ruexpert.net;2;5;46;196;;;0
412;alcatelkln.ruexpert.net;2;5;32;196;;;0
414;apple-nnv.remont-centre.net;3;4;8;128;;;0
415;apple-krn.remont-centre.net;3;4;9;129;0;0;238
416;chl.apple.russia.expert;3;1;4;130;;;586
417;apple-kzn.remont-centre.net;3;4;11;138;;;0
418;apple-sam.remont-centre.net;3;4;12;132;;;0
419;apple-vgg.remont-centre.net;3;4;14;139;;;237
420;apple-sar.remont-centre.net;3;4;15;140;;;357
421;apple-tym.remont-centre.net;3;4;16;133;;;0
422;apple-ryz.remont-centre.net;3;4;19;136;;;379
423;apple-pnz.remont-centre.net;3;4;20;137;;;644
424;apple-lip.remont-centre.net;3;4;21;135;0;0;0
425;apple-yar.remont-centre.net;3;4;17;131;;;0
426;apple-tom.remont-centre.net;3;4;18;134;;;240
429;kazan.support;0;3;11;145;;;0
430;apple-chl.remont-centre.net;3;4;4;146;;;0
431;apple-ufa.remont-centre.net;3;4;22;156;;;0
432;apple-prm.remont-centre.net;3;4;23;157;;;239
433;rnd.apple.centre.services;3;2;13;159;0;0;236
434;nsk.apple.centre.services;3;2;10;160;;;0
435;ufa.apple.centre.services;3;2;22;161;;;335
436;nnv.apple.centre.services;3;2;8;162;;;0
437;kzn.apple.centre.services;3;2;11;163;;;0
438;sam.apple.centre.services;3;2;12;164;;;474
439;prm.apple.centre.services;3;2;23;165;;;446
440;smr.apple.russia.expert;3;1;12;174;;;437
441;ufa.apple.russia.expert;3;1;22;173;;;0
442;kya.apple.russia.expert;3;1;9;166;;;0
443;per.apple.russia.expert;3;1;23;172;;;0
444;srt.apple.russia.expert;3;1;15;170;;;296
445;tmn.apple.russia.expert;3;1;16;169;;;235
446;ros.apple.russia.expert;3;1;13;168;0;0;271
447;yrs.apple.russia.expert;3;1;17;178;;;0
448;tms.apple.russia.expert;3;1;18;179;;;0
449;izh.apple.russia.expert;3;1;24;175;;;0
450;brn.apple.russia.expert;3;1;25;176;;;0
451;uly.apple.russia.expert;3;1;26;177;;;365
452;orn.apple.russia.expert;3;1;27;180;;;642
453;tul.apple.russia.expert;3;1;28;181;;;396
454;nch.apple.russia.expert;3;1;29;182;;;545
455;kir.apple.russia.expert;3;1;30;183;;;646
456;chb.apple.russia.expert;3;1;31;184;;;638
457;krs.apple.russia.expert;3;1;33;185;;;0
458;mgg.apple.russia.expert;3;1;35;186;;;603
459;tve.apple.russia.expert;3;1;36;187;;;561
460;bry.apple.russia.expert;3;1;38;188;;;622
461;applemsk.ruexpert.net;3;5;1;196;;;0
462;appleast.ruexpert.net;3;5;43;196;;;0
463;applebrn.ruexpert.net;3;5;25;197;;;0
464;applebel.ruexpert.net;3;5;44;196;;;0
465;applebry.ruexpert.net;3;5;38;207;;;0
466;applevla.ruexpert.net;3;5;45;196;;;0
467;applevlg.ruexpert.net;3;5;14;208;;;0
468;applevld.ruexpert.net;3;5;42;196;;;0
469;applevrn.ruexpert.net;3;5;6;209;;;0
470;appleekb.ruexpert.net;3;5;3;199;;;0
471;appleivn.ruexpert.net;3;5;37;196;;;0
472;appleizh.ruexpert.net;3;5;24;204;;;0
473;appleyla.ruexpert.net;3;5;46;196;;;0
474;applekln.ruexpert.net;3;5;32;196;;;0
475;apple.russupport.com;3;6;1;428;429;427;462
476;spb-apple.russupport.com;3;6;7;219;;;0
477;nsk-apple.russupport.com;3;6;10;214;;;0
478;ekb-apple.russupport.com;3;6;3;210;;;620
479;kaz-apple.russupport.com;3;6;11;201;;;617
480;chl-apple.russupport.com;3;6;4;215;;;0
481;oms-apple.russupport.com;3;6;5;216;;;0
482;smr-apple.russupport.com;3;6;12;217;;;0
483;ufa-apple.russupport.com;3;6;22;220;;;0
484;per-apple.russupport.com;3;6;23;218;;;0
485;vor-apple.russupport.com;3;6;6;203;;;626
486;sar-apple.russupport.com;3;6;15;205;;;0
487;tym-apple.russupport.com;3;6;16;198;;;463
488;uly-apple.russupport.com;3;6;26;221;;;613
489;tms-apple.russupport.com;3;6;18;211;;;0
490;orb-apple.russupport.com;3;6;27;222;;;0
491;tul-apple.russupport.com;3;6;28;202;;;514
492;rzn-apple.russupport.com;3;6;19;224;;;0
493;nch-apple.russupport.com;3;6;29;200;;;0
494;pnz-apple.russupport.com;3;6;20;206;;;627
495;lpc-apple.russupport.com;3;6;21;223;;;0
496;apple.mosservice.online;3;7;1;230;;;0
498;chl.asus-russia.ru;4;1;4;130;;;586
499;asus-nnv.remont-centre.net;4;4;8;128;;;0
500;asus-krn.remont-centre.net;4;4;9;129;;;238
501;asus-kzn.remont-centre.net;4;4;11;138;;;0
502;asus-sam.remont-centre.net;4;4;12;132;;;0
503;asus-vgg.remont-centre.net;4;4;14;139;;;237
504;asus-sar.remont-centre.net;4;4;15;140;;;357
505;asus-tym.remont-centre.net;4;4;16;133;;;0
506;asus-ryz.remont-centre.net;4;4;19;136;;;379
507;asus-pnz.remont-centre.net;4;4;20;137;;;644
508;asus-lip.remont-centre.net;4;4;21;135;;;0
509;asus-yar.remont-centre.net;4;4;17;131;;;0
510;asus-tom.remont-centre.net;4;4;18;134;;;240
512;nnovgorod.support;0;3;8;144;;;0
514;asus-chl.remont-centre.net;4;4;4;146;;;0
515;asus-ufa.remont-centre.net;4;4;22;156;;;0
516;asus-prm.remont-centre.net;4;4;23;157;;;239
517;rnd.asus-centre.com;4;2;13;159;;;236
518;nsk.asus-centre.com;4;2;10;160;;;0
519;ufa.asus-centre.com;4;2;22;161;;;335
520;nnv.asus-centre.com;4;2;8;162;;;0
521;kzn.asus-centre.com;4;2;11;163;;;0
522;sam.asus-centre.com;4;2;12;164;;;474
523;prm.asus-centre.com;4;2;23;165;;;446
524;smr.asus.russia.expert;4;1;12;174;;;437
525;ufa.asus.russia.expert;4;1;22;173;;;0
526;kya.asus.russia.expert;4;1;9;166;;;0
527;per.asus.russia.expert;4;1;23;172;;;0
528;srt.asus.russia.expert;4;1;15;170;;;296
529;tmn.asus.russia.expert;4;1;16;169;;;235
530;ros.asus.russia.expert;4;1;13;168;0;0;271
531;yrs.asus.russia.expert;4;1;17;178;;;0
532;tms.asus.russia.expert;4;1;18;179;;;0
533;izh.asus.russia.expert;4;1;24;175;;;0
534;brn.asus.russia.expert;4;1;25;176;;;0
535;uly.asus.russia.expert;4;1;26;177;;;365
536;orn.asus.russia.expert;4;1;27;180;;;642
537;tul.asus.russia.expert;4;1;28;181;;;396
538;nch.asus.russia.expert;4;1;29;182;;;545
539;kir.asus.russia.expert;4;1;30;183;;;646
540;chb.asus.russia.expert;4;1;31;184;;;638
541;krs.asus.russia.expert;4;1;33;185;;;0
542;mgg.asus.russia.expert;4;1;35;186;;;603
543;tve.asus.russia.expert;4;1;36;187;;;561
544;bry.asus.russia.expert;4;1;38;188;;;622
545;spb-asus.russupport.com;4;6;7;219;;;0
546;nsk-asus.russupport.com;4;6;10;214;;;0
547;ekb-asus.russupport.com;4;6;3;210;;;620
548;kaz-asus.russupport.com;4;6;11;201;;;617
549;chl-asus.russupport.com;4;6;4;215;;;0
550;oms-asus.russupport.com;4;6;5;216;;;0
551;smr-asus.russupport.com;4;6;12;217;;;0
552;ufa-asus.russupport.com;4;6;22;220;;;0
553;per-asus.russupport.com;4;6;23;218;;;0
